'hood.n.01	'hood
salad_burnet.n.02	salad burnet
salad_cream.n.01	salad cream
salad_green.n.01	salad green
salafism.n.01	salafism
salafist_group.n.01	salafist group
salal.n.01	salal
salamander.n.01	salamander
salamandra.n.01	salamandra
salamandridae.n.01	salamandridae
sale.n.02	sale
sale.n.03	sale
sale.n.05	sale
salem.n.02	salem
salem.n.03	salem
salerno.n.01	salerno
sales_talk.n.01	sales talk
salesclerk.n.01	salesclerk
salesgirl.n.01	salesgirl
salesman.n.01	salesman
salesmanship.n.01	salesmanship
salesperson.n.01	salesperson
salicaceae.n.01	salicaceae
salicales.n.01	salicales
salicornia.n.01	salicornia
salicylate.n.01	salicylate
salicylic_acid.n.01	salicylic acid
salience.n.01	salience
salient.n.01	salient
salientia.n.01	salientia
saliva.n.01	saliva
salivary_gland.n.01	salivary gland
salivate.v.01	salivate
salix.n.01	salix
sallow.n.01	sallow
sally_forth.v.01	sally forth
salmo.n.01	salmo
salmon.n.01	salmon
salmon.n.03	salmon
salmonella.n.01	salmonella
salmonid.n.01	salmonid
salmonidae.n.01	salmonidae
salon.n.02	salon
salon.n.03	salon
salpichroa.n.01	salpichroa
salpinctes.n.01	salpinctes
salpinx.n.01	salpinx
salsify.n.01	salsify
salsify.n.02	salsify
salt.n.01	salt
salt.n.02	salt
salt.n.04	salt
salt.v.01	salt
salt.v.04	salt
salt_lake_city.n.01	salt lake city
salt_tree.n.01	salt tree
saltate.v.02	saltate
saltation.n.01	saltation
saltbush.n.01	saltbush
saltiness.n.03	saltiness
saltwater_fish.n.01	saltwater fish
saltwort.n.01	saltwort
salty.a.02	salty
salute.n.01	salute
salute.n.02	salute
salute.v.02	salute
salute.v.05	salute
salute.v.06	salute
salvadora.n.01	salvadora
salvadoraceae.n.01	salvadoraceae
salvadoran.n.01	salvadoran
salvage.n.01	salvage
salvage.n.02	salvage
salvage.v.01	salvage
salvage.v.02	salvage
salvager.n.01	salvager
salvation.n.04	salvation
salve.v.02	salve
salvelinus.n.01	salvelinus
salvinia.n.01	salvinia
salviniaceae.n.01	salviniaceae
salzburg.n.01	salzburg
samaria.n.01	samaria
samarium.n.01	samarium
samarkand.n.01	samarkand
sambar.n.01	sambar
sambre.n.01	sambre
sambucus.n.01	sambucus
same.a.02	same
samekh.n.01	samekh
sameness.n.01	sameness
samhita.n.01	samhita
samia.n.01	samia
samoa.n.01	samoa
samoa.n.02	samoa
samolus.n.01	samolus
samoyedic.n.01	samoyedic
sample.n.01	sample
sample.v.01	sample
sample_distribution.n.01	sample distribution
sampler.n.03	sampler
sampler.n.04	sampler
sampling.n.01	sampling
sampling.n.03	sampling
sampling_frequency.n.01	sampling frequency
san_andreas_fault.n.01	san andreas fault
san_antonio.n.01	san antonio
san_bernardino.n.01	san bernardino
san_diego.n.01	san diego
san_fernando_valley.n.01	san fernando valley
san_francisco.n.01	san francisco
san_joaquin_valley.n.01	san joaquin valley
san_jose.n.01	san jose
san_juan.n.01	san juan
san_juan_mountains.n.01	san juan mountains
san_marino.n.02	san marino
san_sebastian.n.01	san sebastian
sanchez.n.01	sanchez
sanctification.n.01	sanctification
sanction.n.01	sanction
sanction.n.04	sanction
sanction.v.02	sanction
sand.n.01	sand
sand_cherry.n.01	sand cherry
sand_cricket.n.01	sand cricket
sand_devil's_claw.n.01	sand devil's claw
sand_lance.n.01	sand lance
sand_snake.n.01	sand snake
sand_tiger.n.01	sand tiger
sand_verbena.n.01	sand verbena
sandal.n.01	sandal
sandalwood_tree.n.01	sandalwood tree
sandarac.n.01	sandarac
sandarac.n.02	sandarac
sandarac.n.03	sandarac
sandbagger.n.01	sandbagger
sandbox.n.02	sandbox
sandboy.n.01	sandboy
sandbur.n.01	sandbur
sandgrouse.n.01	sandgrouse
sandman.n.01	sandman
sandpaper.v.01	sandpaper
sandpiper.n.01	sandpiper
sandwich.n.01	sandwich
sandwich.v.01	sandwich
sandwort.n.03	sandwort
sangaree.n.01	sangaree
sanguinaria.n.01	sanguinaria
sanicle.n.01	sanicle
sanicula.n.01	sanicula
sanitariness.n.01	sanitariness
sanitary_condition.n.01	sanitary condition
sanitary_napkin.n.01	sanitary napkin
sanitate.v.01	sanitate
sanitation.n.02	sanitation
sanitize.v.01	sanitize
sanity.n.01	sanity
sannyasi.n.01	sannyasi
sans_serif.n.01	sans serif
sansevieria.n.01	sansevieria
sanskrit.n.01	sanskrit
sanskrit_literature.n.01	sanskrit literature
santa_ana.n.03	santa ana
santa_ana.n.04	santa ana
santa_catalina.n.01	santa catalina
santa_clara.n.01	santa clara
santa_claus.n.01	santa claus
santa_lucia_fir.n.01	santa lucia fir
santalaceae.n.01	santalaceae
santalales.n.01	santalales
santalum.n.01	santalum
santiago_de_cuba.n.01	santiago de cuba
santolina.n.01	santolina
santos.n.01	santos
sanvitalia.n.01	sanvitalia
sao_bernardo_do_campo.n.01	sao bernardo do campo
sao_goncalo.n.01	sao goncalo
sao_joao_de_meriti.n.01	sao joao de meriti
sao_jose_dos_campos.n.01	sao jose dos campos
sao_louis.n.01	sao louis
sao_paulo.n.01	sao paulo
sao_tome.n.01	sao tome
sao_tome_and_principe.n.01	sao tome and principe
saphenous_vein.n.01	saphenous vein
sapiential_book.n.01	sapiential book
sapindaceae.n.01	sapindaceae
sapindales.n.01	sapindales
sapindus.n.01	sapindus
sapodilla.n.01	sapodilla
sapodilla.n.02	sapodilla
saponaria.n.01	saponaria
saponify.v.02	saponify
sapotaceae.n.01	sapotaceae
sapote.n.02	sapote
sapper.n.01	sapper
sapper.n.02	sapper
sapporo.n.01	sapporo
saprolegnia.n.01	saprolegnia
saprolegniales.n.01	saprolegniales
sapropel.n.01	sapropel
sapsucker.n.01	sapsucker
saqqara.n.01	saqqara
sarajevo.n.01	sarajevo
saratoga.n.02	saratoga
sarawak.n.01	sarawak
sarcasm.n.01	sarcasm
sarcastic.a.01	sarcastic
sarcobatus.n.01	sarcobatus
sarcocephalus.n.01	sarcocephalus
sarcochilus.n.01	sarcochilus
sarcocystis.n.01	sarcocystis
sarcodes.n.01	sarcodes
sarcodina.n.01	sarcodina
sarcodinian.n.01	sarcodinian
sarcoma.n.01	sarcoma
sarcophaga.n.01	sarcophaga
sarcophilus.n.01	sarcophilus
sarcoptes.n.01	sarcoptes
sarcoptidae.n.01	sarcoptidae
sarcorhamphus.n.01	sarcorhamphus
sarcosomataceae.n.01	sarcosomataceae
sarcosporidia.n.01	sarcosporidia
sarcostemma.n.01	sarcostemma
sarda.n.01	sarda
sardina.n.01	sardina
sardine.n.02	sardine
sardinops.n.01	sardinops
saronic_gulf.n.01	saronic gulf
sarracenia.n.01	sarracenia
sarraceniaceae.n.01	sarraceniaceae
sarraceniales.n.01	sarraceniales
sarsaparilla.n.01	sarsaparilla
sartre.n.01	sartre
sash_weight.n.01	sash weight
sashay.n.01	sashay
saskatoon.n.02	saskatoon
sass.n.01	sass
sass.v.01	sass
sassafras.n.01	sassafras
sassafras.n.02	sassafras
satan.n.01	satan
satanic.a.02	satanic
satanist.n.01	satanist
satellite.n.01	satellite
satellite.n.03	satellite
satellite.v.01	satellite
satiate.v.01	satiate
satin_bowerbird.n.01	satin bowerbird
satinleaf.n.01	satinleaf
satinwood.n.03	satinwood
satirist.n.01	satirist
satirize.v.01	satirize
satisfaction.n.01	satisfaction
satisfaction.n.05	satisfaction
satisfactoriness.n.01	satisfactoriness
satisfactory.a.01	satisfactory
satisfier.n.01	satisfier
satisfy.v.01	satisfy
satisfy.v.02	satisfy
satsuma.n.01	satsuma
saturate.v.01	saturate
saturation.n.04	saturation
satureja.n.01	satureja
saturnia.n.01	saturnia
saturniid.n.01	saturniid
saturniidae.n.01	saturniidae
satyr.n.01	satyr
satyric.a.01	satyric
satyridae.n.01	satyridae
sauce.n.01	sauce
sauce.v.02	sauce
sauce.v.03	sauce
saucepan.n.01	saucepan
saudi.n.01	saudi
saudi_arabia.n.01	saudi arabia
sauk.n.01	sauk
saunterer.n.01	saunterer
sauria.n.01	sauria
saurian.a.01	saurian
saurian.n.01	saurian
saurischia.n.01	saurischia
saurischian.n.01	saurischian
sauromalus.n.01	sauromalus
sauropod.n.01	sauropod
sauropoda.n.01	sauropoda
sauropodomorpha.n.01	sauropodomorpha
sauropterygia.n.01	sauropterygia
saururaceae.n.01	saururaceae
saururus.n.01	saururus
saury.n.01	saury
sausage.n.01	sausage
saussurea.n.01	saussurea
saute.v.01	saute
savage.n.01	savage
savage.v.01	savage
savage.v.02	savage
savageness.n.01	savageness
savannah.n.01	savannah
save.n.01	save
save.v.02	save
save.v.03	save
save.v.05	save
save.v.06	save
save.v.09	save
saveloy.n.01	saveloy
saver.n.02	saver
savings.n.01	savings
savings_bank.n.02	savings bank
savior.n.02	savior
savonarola.n.01	savonarola
savor.v.03	savor
savor.v.04	savor
savory.n.01	savory
savory.n.03	savory
savory.n.04	savory
savoy.n.01	savoy
saw.n.02	saw
saw.v.01	saw
sawfly.n.01	sawfly
sawyer.n.02	sawyer
saxe-coburg-gotha.n.01	saxe-coburg-gotha
saxe-gothea.n.01	saxe-gothea
saxe.n.01	saxe
saxicola.n.01	saxicola
saxifraga.n.01	saxifraga
saxifragaceae.n.01	saxifragaceae
saxifrage.n.01	saxifrage
saxony.n.01	saxony
saxophonist.n.01	saxophonist
say.n.01	say
sayan_mountains.n.01	sayan mountains
sayda.n.01	sayda
sayeret_matkal.n.01	sayeret matkal
saying.n.01	saying
sayornis.n.01	sayornis
scab.n.01	scab
scab.n.02	scab
scabies.n.01	scabies
scabious.n.01	scabious
scablands.n.01	scablands
scad.n.01	scad
scaffold.v.01	scaffold
scale.n.01	scale
scale.n.05	scale
scale.n.06	scale
scale.n.07	scale
scale.n.10	scale
scale.v.02	scale
scale.v.04	scale
scale.v.06	scale
scale.v.08	scale
scale_fern.n.01	scale fern
scale_insect.n.01	scale insect
scaling.n.01	scaling
scaling.n.02	scaling
scallop.n.01	scallop
scallop.n.02	scallop
scallop.n.04	scallop
scallop.v.01	scallop
scallop.v.02	scallop
scallop.v.04	scallop
scallop.v.05	scallop
scalp.v.01	scalp
scalp.v.02	scalp
scam.n.01	scam
scamper.n.01	scamper
scan.n.02	scan
scan.v.01	scan
scan.v.02	scan
scan.v.03	scan
scan.v.05	scan
scandal.n.01	scandal
scandal.n.02	scandal
scandalization.n.02	scandalization
scandalmonger.n.01	scandalmonger
scandentia.n.01	scandentia
scandinavia.n.02	scandinavia
scandinavian.a.01	scandinavian
scandinavian.n.01	scandinavian
scandinavian.n.02	scandinavian
scandinavian_country.n.01	scandinavian country
scanner.n.02	scanner
scansion.n.01	scansion
scantling.n.01	scantling
scaphiopus.n.01	scaphiopus
scaphocephaly.n.01	scaphocephaly
scaphopod.n.01	scaphopod
scaphosepalum.n.01	scaphosepalum
scapula.n.01	scapula
scar.n.01	scar
scar.v.01	scar
scarabaeid_beetle.n.01	scarabaeid beetle
scarabaeidae.n.01	scarabaeidae
scarce.a.01	scarce
scarcity.n.01	scarcity
scardinius.n.01	scardinius
scare.n.02	scare
scarecrow.n.01	scarecrow
scaremonger.n.01	scaremonger
scarf.n.01	scarf
scarf.v.01	scarf
scarf.v.03	scarf
scaridae.n.01	scaridae
scarlet_runner.n.01	scarlet runner
scarlet_tanager.n.01	scarlet tanager
scartella.n.01	scartella
scat.v.01	scat
scatter.n.01	scatter
scatter.n.02	scatter
scatter.v.03	scatter
scattering.n.01	scattering
scattering.n.03	scattering
scaup.n.01	scaup
scavenge.v.04	scavenge
scavenger.n.03	scavenger
sceloglaux.n.01	sceloglaux
sceloporus.n.01	sceloporus
scend.v.01	scend
scene.n.01	scene
scene.n.04	scene
scenery.n.01	scenery
scenery.n.02	scenery
scent.n.02	scent
scent.v.02	scent
scentless_camomile.n.01	scentless camomile
schadenfreude.n.01	schadenfreude
schaffneria.n.01	schaffneria
schedule.n.02	schedule
schedule.v.01	schedule
schedule.v.02	schedule
scheduling.n.01	scheduling
schefflera.n.01	schefflera
scheldt.n.01	scheldt
schema.n.01	schema
schematization.n.01	schematization
schematize.v.01	schematize
schematize.v.02	schematize
scheme.n.01	scheme
scheme.v.01	scheme
scheme.v.02	scheme
schemer.n.01	schemer
schenectady.n.01	schenectady
scheuchzeriaceae.n.01	scheuchzeriaceae
schinus.n.01	schinus
schism.n.01	schism
schism.n.02	schism
schistosoma.n.01	schistosoma
schistosomatidae.n.01	schistosomatidae
schistosome.n.01	schistosome
schistosome_dermatitis.n.01	schistosome dermatitis
schizachyrium.n.01	schizachyrium
schizaea.n.01	schizaea
schizaeaceae.n.01	schizaeaceae
schizophragma.n.01	schizophragma
schizophrenia.n.01	schizophrenia
schizophyta.n.01	schizophyta
schizosaccharomycetaceae.n.01	schizosaccharomycetaceae
schlepper.n.01	schlepper
schlock.n.01	schlock
schlockmeister.n.01	schlockmeister
schlumbergera.n.01	schlumbergera
schmaltz.n.01	schmaltz
schmuck.n.01	schmuck
schnapps.n.01	schnapps
schnauzer.n.01	schnauzer
schnorr.v.01	schnorr
schnorrer.n.01	schnorrer
scholar.n.01	scholar
scholarly.a.01	scholarly
scholarship.n.01	scholarship
scholastic.a.01	scholastic
schomburgkia.n.01	schomburgkia
school.n.01	school
school.n.02	school
school.n.04	school
school.n.05	school
school.v.01	school
school_assignment.n.01	school assignment
school_bus.n.01	school bus
school_term.n.01	school term
school_year.n.01	school year
schoolchild.n.01	schoolchild
schoolteacher.n.01	schoolteacher
schutzstaffel.n.01	schutzstaffel
schweitzer.n.01	schweitzer
sciadopityaceae.n.01	sciadopityaceae
sciadopitys.n.01	sciadopitys
sciaena.n.01	sciaena
sciaenid_fish.n.01	sciaenid fish
sciaenidae.n.01	sciaenidae
sciaenops.n.01	sciaenops
science.n.01	science
scientific_instrument.n.01	scientific instrument
scientific_knowledge.n.01	scientific knowledge
scientific_research.n.01	scientific research
scientific_theory.n.01	scientific theory
scientist.n.01	scientist
scilla.n.01	scilla
scincidae.n.01	scincidae
scindapsus.n.01	scindapsus
scintillate.v.01	scintillate
scintillation.n.01	scintillation
scipio.n.01	scipio
scirpus.n.01	scirpus
scissors.n.01	scissors
scissortail.n.01	scissortail
sciuridae.n.01	sciuridae
sciuromorpha.n.01	sciuromorpha
sciurus.n.01	sciurus
scleranthus.n.01	scleranthus
scleroderma.n.02	scleroderma
scleroderma_bovista.n.01	scleroderma bovista
scleroderma_citrinum.n.01	scleroderma citrinum
scleroderma_flavidium.n.01	scleroderma flavidium
sclerodermataceae.n.01	sclerodermataceae
sclerodermatales.n.01	sclerodermatales
scleropages.n.01	scleropages
scleroparei.n.01	scleroparei
scleroprotein.n.01	scleroprotein
sclerosis.n.01	sclerosis
sclerotiniaceae.n.01	sclerotiniaceae
scoff.v.02	scoff
scoffer.n.01	scoffer
scoffer.n.02	scoffer
scold.n.01	scold
scolopacidae.n.01	scolopacidae
scolopax.n.01	scolopax
scolymus.n.01	scolymus
scolytidae.n.01	scolytidae
scolytus.n.01	scolytus
scomber.n.01	scomber
scomberesocidae.n.01	scomberesocidae
scomberesox.n.01	scomberesox
scomberomorus.n.01	scomberomorus
scombridae.n.01	scombridae
scombroid.n.01	scombroid
scombroidea.n.01	scombroidea
scoop.n.01	scoop
scoop.n.02	scoop
scoop.n.05	scoop
scoop.n.06	scoop
scoop.v.01	scoop
scooter.n.02	scooter
scopal.a.01	scopal
scope.n.01	scope
scopes_trial.n.01	scopes trial
scophthalmus.n.01	scophthalmus
scopolia.n.01	scopolia
scops_owl.n.01	scops owl
scorch.n.01	scorch
scorch.v.02	scorch
score.n.03	score
score.n.08	score
score.n.10	score
score.v.01	score
score.v.02	score
score.v.03	score
score.v.04	score
score.v.06	score
scorer.n.01	scorer
scorer.n.02	scorer
scorpaena.n.01	scorpaena
scorpaenid.n.01	scorpaenid
scorpaenidae.n.01	scorpaenidae
scorpaenoid.n.01	scorpaenoid
scorpaenoidea.n.01	scorpaenoidea
scorpio.n.01	scorpio
scorpio.n.03	scorpio
scorpionfish.n.01	scorpionfish
scorpionweed.n.01	scorpionweed
scorzonera.n.02	scorzonera
scot.n.01	scot
scotch.n.02	scotch
scotch_pine.n.01	scotch pine
scoter.n.01	scoter
scotland.n.01	scotland
scotoma.n.01	scotoma
scott.n.01	scott
scottish.n.01	scottish
scour.n.01	scour
scourge.v.01	scourge
scout.n.02	scout
scout.n.03	scout
scout.n.04	scout
scout.v.01	scout
scouting.n.01	scouting
scowl.v.01	scowl
scram.v.01	scram
scramble.n.01	scramble
scramble.v.01	scramble
scramble.v.03	scramble
scrape.n.03	scrape
scrape.v.01	scrape
scrape.v.04	scrape
scrape.v.05	scrape
scrape_along.v.01	scrape along
scrapheap.n.02	scrapheap
scratch.n.10	scratch
scratch.v.02	scratch
scratch.v.07	scratch
scratch_out.v.01	scratch out
scratcher.n.01	scratcher
scratcher.n.02	scratcher
scratchpad.n.01	scratchpad
scream.n.01	scream
scream.v.03	scream
screamer.n.03	screamer
screech.n.01	screech
screech_owl.n.02	screech owl
screen.n.03	screen
screen.n.04	screen
screen.n.05	screen
screen.n.09	screen
screen.v.02	screen
screen.v.03	screen
screen.v.04	screen
screen.v.05	screen
screen_actor.n.01	screen actor
screen_font.n.01	screen font
screener.n.01	screener
screening.n.01	screening
screening.n.04	screening
screenwriter.n.01	screenwriter
screw.n.03	screw
screw.n.04	screw
screw.v.02	screw
screw.v.03	screw
screw_bean.n.01	screw bean
screw_bean.n.02	screw bean
screw_tree.n.01	screw tree
screwup.n.01	screwup
scribble.n.01	scribble
scribble.n.02	scribble
scribble.v.01	scribble
scribble.v.02	scribble
scribe.n.02	scribe
scribe.v.01	scribe
scrimmage.n.01	scrimmage
scrimmage.v.01	scrimmage
scrimshank.v.01	scrimshank
scrimshanker.n.01	scrimshanker
script.n.01	script
script.n.03	script
script.v.01	script
scripture.n.02	scripture
scroll.n.02	scroll
scrophularia.n.01	scrophularia
scrophulariaceae.n.01	scrophulariaceae
scrophulariales.n.01	scrophulariales
scrotum.n.01	scrotum
scrounge.v.01	scrounge
scrub.n.02	scrub
scrub.v.01	scrub
scrub.v.02	scrub
scrub_beefwood.n.01	scrub beefwood
scrub_oak.n.01	scrub oak
scrub_pine.n.01	scrub pine
scrubbird.n.01	scrubbird
scrum.n.01	scrum
scrumpy.n.01	scrumpy
scruple.n.01	scruple
scruple.n.02	scruple
scruple.v.01	scruple
scruple.v.02	scruple
scruple.v.03	scruple
scrupulous.a.01	scrupulous
scrutineer.n.01	scrutineer
scrutinizer.n.01	scrutinizer
scrutiny.n.02	scrutiny
scud.n.01	scud
scud.v.02	scud
scuff.v.01	scuff
scuffle.v.02	scuffle
scull.v.01	scull
scullery.n.01	scullery
sculpin.n.01	sculpin
sculpt.v.01	sculpt
sculpt.v.02	sculpt
sculptor.n.01	sculptor
sculpture.n.01	sculpture
sculpture.n.02	sculpture
scup.n.03	scup
scurf.n.01	scurf
scurrility.n.01	scurrility
scurry.v.01	scurry
scurvy_grass.n.01	scurvy grass
scut.n.01	scut
scute.n.01	scute
scutellaria.n.01	scutellaria
scutigera.n.01	scutigera
scutigerella.n.01	scutigerella
scutigeridae.n.01	scutigeridae
scyliorhinidae.n.01	scyliorhinidae
scyphozoa.n.01	scyphozoa
scythia.n.01	scythia
sea.n.01	sea
sea_anemone.n.01	sea anemone
sea_bass.n.02	sea bass
sea_bream.n.02	sea bream
sea_chub.n.01	sea chub
sea_cow.n.01	sea cow
sea_cucumber.n.01	sea cucumber
sea_duck.n.01	sea duck
sea_eagle.n.02	sea eagle
sea_hare.n.01	sea hare
sea_holly.n.01	sea holly
sea_kale.n.01	sea kale
sea_ladder.n.01	sea ladder
sea_lamprey.n.01	sea lamprey
sea_lavender.n.01	sea lavender
sea_lawyer.n.01	sea lawyer
sea_lion.n.01	sea lion
sea_milkwort.n.01	sea milkwort
sea_nymph.n.01	sea nymph
sea_of_azov.n.01	sea of azov
sea_otter.n.01	sea otter
sea_power.n.01	sea power
sea_power.n.02	sea power
sea_robin.n.01	sea robin
sea_scallop.n.01	sea scallop
sea_scallop.n.02	sea scallop
sea_slug.n.01	sea slug
sea_squill.n.01	sea squill
sea_trout.n.02	sea trout
sea_turtle.n.01	sea turtle
sea_urchin.n.01	sea urchin
seabird.n.01	seabird
seafaring.n.01	seafaring
seafood.n.01	seafood
seal.n.02	seal
seal.n.07	seal
seal.n.08	seal
seal.n.09	seal
seal.v.01	seal
seal.v.02	seal
seal.v.03	seal
seal.v.04	seal
seal.v.06	seal
sealant.n.01	sealant
sealing_material.n.01	sealing material
sealing_wax.n.01	sealing wax
seam.n.01	seam
seamanlike.a.01	seamanlike
seamanship.n.01	seamanship
seance.n.01	seance
seaplane.n.01	seaplane
seaport.n.01	seaport
sear.v.01	sear
search.n.01	search
search.v.01	search
search.v.02	search
search.v.04	search
search_engine.n.01	search engine
searcher.n.02	searcher
seashore.n.01	seashore
seasnail.n.02	seasnail
season.n.01	season
season.n.02	season
season.n.03	season
season.v.01	season
seasoned_salt.n.01	seasoned salt
seasoning.n.02	seasoning
seat.n.01	seat
seat.n.03	seat
seat.n.04	seat
seat.n.05	seat
seat.v.01	seat
seat.v.02	seat
seat.v.04	seat
seat.v.05	seat
seat.v.06	seat
seat.v.07	seat
seat_belt.n.01	seat belt
seating.n.01	seating
seattle.n.01	seattle
seawater.n.01	seawater
seaway.n.01	seaway
seaweed.n.01	seaweed
sebaceous_cyst.n.01	sebaceous cyst
sebaceous_gland.n.01	sebaceous gland
sebastiana.n.01	sebastiana
secale.n.01	secale
secateurs.n.01	secateurs
secede.v.01	secede
secession.n.03	secession
secessionism.n.01	secessionism
seclude.v.01	seclude
seclusion.n.02	seclusion
secobarbital_sodium.n.01	secobarbital sodium
second-guess.v.01	second-guess
second-rater.n.01	second-rater
second.n.01	second
second.n.08	second
second.v.01	second
second_baseman.n.01	second baseman
second_coming.n.01	second coming
second_estate.n.01	second estate
second_joint.n.01	second joint
second_period.n.01	second period
secondary_education.n.01	secondary education
secondary_school.n.01	secondary school
seconder.n.01	seconder
secotiaceae.n.01	secotiaceae
secotiales.n.01	secotiales
secret.n.02	secret
secret_agent.n.01	secret agent
secret_intelligence_service.n.01	secret intelligence service
secret_society.n.01	secret society
secretary.n.01	secretary
secretary.n.02	secretary
secretary_bird.n.01	secretary bird
secretary_of_labor.n.02	secretary of labor
secretaryship.n.01	secretaryship
secrete.v.01	secrete
secretion.n.01	secretion
secretion.n.02	secretion
sect.n.01	sect
sectarian.a.01	sectarian
sectarian.a.02	sectarian
section.n.01	section
section.n.03	section
section.n.04	section
section.n.08	section
section.n.10	section
section.n.13	section
section_eight.n.01	section eight
section_eight.n.02	section eight
sectionalize.v.01	sectionalize
sector.n.02	sector
sector.n.05	sector
secularism.n.01	secularism
secure.a.03	secure
security.n.01	security
security.n.02	security
security.n.03	security
security.n.04	security
security.n.05	security
security_force.n.01	security force
security_interest.n.01	security interest
security_service.n.01	security service
sedan.n.01	sedan
sedate.v.01	sedate
sedateness.n.01	sedateness
sedation.n.02	sedation
sedative-hypnotic.n.01	sedative-hypnotic
sedative.n.01	sedative
sedge.n.01	sedge
sedge_warbler.n.01	sedge warbler
sediment.n.01	sediment
sediment.v.01	sediment
sedimentary.a.01	sedimentary
sedimentary_rock.n.01	sedimentary rock
sedition.n.01	sedition
seduce.v.01	seduce
seduce.v.02	seduce
seducer.n.02	seducer
seduction.n.02	seduction
sedum.n.01	sedum
see.n.01	see
see.v.01	see
see.v.05	see
see.v.10	see
see.v.17	see
see.v.19	see
seed.n.01	seed
seed.n.02	seed
seed.v.05	seed
seed.v.08	seed
seed_beetle.n.01	seed beetle
seeder.n.01	seeder
seeger.n.01	seeger
seek_time.n.01	seek time
seeker.n.01	seeker
seeking.n.02	seeking
seep.v.01	seep
seepage.n.01	seepage
seer.n.02	seer
seesaw.n.01	seesaw
seesaw.v.02	seesaw
seethe.v.02	seethe
seethe.v.03	seethe
segment.n.02	segment
segment.v.01	segment
segment.v.02	segment
segregate.n.01	segregate
segregate.v.01	segregate
segregation.n.01	segregation
segregation.n.02	segregation
segregation.n.03	segregation
segregator.n.01	segregator
seidlitz_powder.n.01	seidlitz powder
seigneury.n.01	seigneury
seigniory.n.02	seigniory
seismosaurus.n.01	seismosaurus
seiurus.n.01	seiurus
seize.v.01	seize
seize.v.02	seize
seize.v.07	seize
seizure.n.01	seizure
seizure.n.04	seizure
selaginella.n.01	selaginella
selaginellaceae.n.01	selaginellaceae
selaginellales.n.01	selaginellales
selar.n.01	selar
select_committee.n.01	select committee
selection.n.02	selection
selective-serotonin_reuptake_inhibitor.n.01	selective-serotonin reuptake inhibitor
selector.n.02	selector
selenarctos.n.01	selenarctos
selenicereus.n.01	selenicereus
selenipedium.n.01	selenipedium
selenium.n.01	selenium
self-awareness.n.01	self-awareness
self-control.n.02	self-control
self-denial.n.02	self-denial
self-destruct.v.01	self-destruct
self-discipline.n.01	self-discipline
self-feeder.n.01	self-feeder
self-fertilization.n.01	self-fertilization
self-flagellation.n.01	self-flagellation
self-government.n.01	self-government
self-heal.n.01	self-heal
self-improvement.n.01	self-improvement
self-love.n.02	self-love
self-propelled_vehicle.n.01	self-propelled vehicle
self-starter.n.02	self-starter
self.n.02	self
selfish.a.01	selfish
selfish_person.n.01	selfish person
selfishness.n.01	selfishness
selflessness.n.02	selflessness
selkirk_mountains.n.01	selkirk mountains
sell-by_date.n.01	sell-by date
sell.n.01	sell
sell.v.01	sell
sell.v.02	sell
sell.v.05	sell
sell_out.v.01	sell out
sell_out.v.02	sell out
seller.n.01	seller
sellers.n.01	sellers
selling.n.01	selling
selznick.n.01	selznick
semantic_error.n.01	semantic error
semantic_relation.n.01	semantic relation
semantic_role.n.01	semantic role
semanticist.n.01	semanticist
semantics.n.01	semantics
semarang.n.01	semarang
semblance.n.01	semblance
semen.n.01	semen
semester.n.01	semester
semi-detached_house.n.01	semi-detached house
semiautomatic_firearm.n.01	semiautomatic firearm
semiautomatic_pistol.n.01	semiautomatic pistol
semicircular_canal.n.01	semicircular canal
semiconductor.n.01	semiconductor
semiconductor_device.n.01	semiconductor device
semidarkness.n.01	semidarkness
semifinalist.n.01	semifinalist
seminal_duct.n.01	seminal duct
seminarian.n.01	seminarian
seminiferous_tubule.n.01	seminiferous tubule
semiotics.n.01	semiotics
semite.n.01	semite
semitic.n.01	semitic
semitic_deity.n.01	semitic deity
semitrailer.n.01	semitrailer
sempatch.n.01	sempatch
sen.n.01	sen
senate.n.01	senate
senator.n.01	senator
senatorship.n.01	senatorship
send.v.01	send
send.v.02	send
send.v.06	send
send_around.v.01	send around
sender.n.01	sender
sending.n.01	sending
seneca.n.01	seneca
seneca_snakeroot.n.01	seneca snakeroot
senecio.n.01	senecio
senega.n.01	senega
senegal.n.01	senegal
senesce.v.01	senesce
senior.a.01	senior
senior_high_school.n.01	senior high school
seniority.n.01	seniority
senna.n.01	senna
sensation.n.01	sensation
sensationalism.n.01	sensationalism
sensationalist.n.01	sensationalist
sense.n.01	sense
sense.n.02	sense
sense.n.03	sense
sense.v.02	sense
sense.v.04	sense
sense_organ.n.01	sense organ
sensibility.n.02	sensibility
sensible.a.02	sensible
sensing.n.02	sensing
sensitive.a.01	sensitive
sensitive.a.02	sensitive
sensitive_plant.n.01	sensitive plant
sensitivity.n.01	sensitivity
sensitivity.n.02	sensitivity
sensitivity.n.03	sensitivity
sensitivity.n.04	sensitivity
sensitivity.n.05	sensitivity
sensitization.n.01	sensitization
sensitization.n.02	sensitization
sensitize.v.01	sensitize
sensitize.v.02	sensitize
sensitize.v.03	sensitize
sensitize.v.04	sensitize
sensitizer.n.01	sensitizer
sensitizing.n.01	sensitizing
sensory.a.02	sensory
sensory_fiber.n.01	sensory fiber
sensory_nerve.n.01	sensory nerve
sensory_neuron.n.01	sensory neuron
